gnd,surname,prename,name_complete,gender,biography_1,bibliography_1,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
116895020,Grundschöttel,Marie,Grundschöttel Marie,female,"Ps. Martin im Grund und M. Grund, München-Schwabing, ist am 20. Juni 1832 als die Tochter eines Geheimen Justizrates zu Koblenz geboren, erwählte nach des Vaters Tode, obwohl schon in reiferen Iahren, das Lehrfach und ging nach England, wo sie als Lehrerin und Schülerin zugleich in einem der ersten Pensionate auftrat. Während ihres einjährigen Aufenthaltes daselbst trat sie zur Familie Ferdinand Freiligraths in freundschaftliche Beziehungen. Von London begab sie sich nach Brüssel und wurde durch eine Familie der höchsten Aristokratie in den bedeutendsten flämischen Künstlerkreisen bekannt. Nachdem sie ihr Lehrerinnenexamen in Düsseldorf absolviert hatte, weilte sie zwei Iahre in Deutschland, war dann abwechselnd auf Reisen in Italien, Istrien, Illyrien, der Insel Wight; zuletzt führte sie ihr Weg nach Toscana und Rom. Nach ihrer Heimkehr widmete sie sich in Wiesbaden dem Studium der Kunst, weilte zu dessen Förderung in Düsseldorf und Berlin, absolvierte 1876 ihr Examen an der Akademie der Künste in Berlin und wurde dann als Zeichenlehrerin an der städtischen höheren Töchterschule in Köln angestellt. Im Iahre 1888 legte sie ihr Lehramt nieder und zog nach Wertheim in Baden, dann 1892 nach Darmstadt. Seit 1894 lebte sie in München-Schwabing und ist da gestorben.","‒ Das Miedei vom Tegernsee. Erzählg. aus den bayer. Hochgebirgen, 8. (92) Berlin 1897, Verlag des christlichen Zeitschriften-Vereins. 1.50; geb. 2.– ‒ Diesseits und Jenseits. Gedichte. 1874.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116893281,Grünwald-Zerkowitz,Frau Sidonie,Grünwald-Zerkowitz Sidonie,female,"Wien I. Tuchlauben 7, geboren zu Tobitschau (Mähren) im Iahre 1858. Die Tochter eines Arztes von poetischer Natur und einer begabten Mutter, war Sidonie schon frühzeitig bestrebt, die Lage der Eltern durch eigenen Erwerb behaglicher zu gestalten. Sie suchte durch Privatunterricht im Französischen, für welche Sprache sie die Lehrerinnenprüfung bestand, und anderen Fächern diesem Bestreben gerecht zu werden. In Budapest erlernte sie die ungarische Sprache, in welcher sie nach 1 1/ 2jährigem Aufenthalte daselbst die Prüfung als Lehrerin dieser Sprache ablegte. Ihre gewinnende Erscheinung und ihr selbständiges geistvolles Wesen voll Energie erregten das Interesse der Budapester Schriftstellerund Gelehrtenkreise, auch erweckte die Leichtigkeit, mit welcher sie sich die magyarische Sprache angeeignet hatte, allgemeine Verwunderung; denn sie schrieb, bald nachdem sie die Volksschulund bald darauf die Bürgerschullehrerinnenprüfung mit glänzendem Erfolge in magyarischer Sprache abgelegt hatte, lyrische Gedichte, Essays, pädagogische Artikel in diesem fremden Idiom für die ersten Tagesblätter in Budapest und wurde bald in den wissenschaftlichen und Schriftstellerkreisen so bekannt, dass sich die Aufmerksamkeit des Unterrichtsministers Trefort auf die junge Lehramtskandidatin richtete. Er fand in deren veröffentlichten pädagogischen Artikeln manche beherzigenswerte Ansicht, welche bei den Reformen der höheren staatlichen Mädchenanstalten in Ungarn zum Ausdruck kam. – Sidonie erhielt bald darauf eine Stelle als Lehrerin an einer städtischen Schule in Budapest. Ihr Ehrgeiz, ihre Talente und künstlerischen Neigungen und ihre nicht gewöhnliche, durch eigenen Fleiss erworbene Bildung liessen eine innere Befriedigung mit ihrem Beruf nicht zu. Einen Heiratsantrag des ungarischen Dichters Koloman Tóth schlug sie aus. Vielfachen Aufforderungen und Aneiferungen, sich der Bühne zu widmen, für die sie prädestiniert sei, widerstand sie. Doch dieser Widerstand wurde gebrochen, als ihr mitgeteilt wurde, König Ludwig II. von Bayern interessiere sich für sie und wolle sie auf seine Kosten für die Bühne ausbilden lassen. Im November 1874 fuhr sie nach München zu einer Probedeklamation auf dem Hoftheater, die glänzend ausfiel und auf welche ihr die Ausbildung auf Kosten des Königs gesichert wurde. Zwei Tage später lernte sie den Enkel des griechischen Nationalhelden Theodoros 1/ 2jährigem Aufenthalt in einem Dorfe in Mähren bewarb sich ein vermögender Kaufmann Grünwald in Wien, Witwer mit vier Kindern, um ihre Hand, die sie ihm auch am Traualtar gab. Aus dieser Ehe entstammen zwei Knaben und zwei Mädchen. Frau Grünwald-Zerkowitz lebt seither in Wien, wo sie eine Modezeitung mit französischem Texte in deutscher Übersetzung, betitelt »La Mode« herausgiebt, in welcher sie auf das Ziel hinarbeitet, bei jeder Toilette zu individualisieren. Ihre Idee, eine staatliche Modeakademie für das Bekleidungskunsthandwerk in Wien zu schaffen, hat sie in einer Schrift »Die Mode in der Frauenkleidung« (Wien 1889, Georg Szelinski) entwickelt. Nach glaubwürdigen Quellen geht seit etwa zehn Iahren von ihr der Anstoss zu den Moden in Wien und Paris aus. Sie hat stark besuchte Vorlesungen über die Mode in der Frauenkleidung in Wien und Konstantinopel gehalten. Aber auch auf litterarischem Gebiete war Frau Grünwald-Zerkowitz sehr thätig. Abgesehen von einer Geschichte der ungarischen Litteratur: »Magyar irodalom története, Szerkesztette Zerkovitz Sidonia. (Budapest, Franklin-Gesellschaft) und einem Werkchen »Zwanzig Gedichte von Koloman Tóth, aus dem Ungarischen« (Wien 1874, Rosner) und Übersetzungen aus verschiedenen Sprachen, welche sie noch als Lehrerin in Budapest im Iahre 1874 veröffentlichte, erschienen von ihr auch Dichtungen, die einen ungewöhnlichen Erfolg hatten. »Die Lieder der Mormonin« (Hermann Dürselen, Leipzig 1886), sowie »Das Gretchen von heute« (Wien 1890, Verlag der »La Mode«), zwei Bücher von sozialer Tendenz, erregten Aufsehen. Ein drittes Werk, welches die Psychodramatischen Zeitbilder vervollständigen soll, mit","‒ Das Gretchen von heute. 6. Aufl. 8. (171 m. Bild) Wien, Administration der Pariser illustrierten Modezeitung »La Mode«. n 2 –; geb. m. Goldschn. n 3.50 ‒ Die Lieder d. Mormonin. Papyrus. 2. Teil. 6. Aufl. Leipzig, Herm. Dürselen. geb. 5.– ‒ Die Mode in der Frauenkleidung. 8. (43) Wien 1889, Gg. Szelinski. n –.80",Zerkowitz Sidonie,Biographie und Werke s. Sidonie Grünwald-Zerkowitz.,.,.,.,.,.,.,.,.,.,.,.,.,.
126450242,Gschwind,Frau,Gschwind ,female,"460 Kochrezepte. 3. Aufl. 12. (172) Bern 1897, K. I. Wyss. kart. n 2.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11692408X,Guischard,Wilhelmine,Guischard Wilhelmine,female,"Die Foscari. Ein histor. Rom. 3 Bde. 2. Aufl. 8. (988) (1863), 1866, Berlin, Haude & Spener. 4.50","‒ Die Hunyady. Ein histor. Rom. 3 Bde. 12. (1298) Leipzig 1858, Brockhaus. n 15.– ‒ Eine Verschwörung in Venedig. Histor. Rom. a. d. 17. Iahrh. 2 Bde. 8. (504) Berlin 1867, Janke. n 7.50 ‒ Venezia, die Königin der Meere. Bilder u. Schildergn. a. d. Geschichte Venedigs. 8. (435) Bielefeld 1877, Velhagen & Klasing. geb. n 7.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118820168,Gumpert,Thekla,Gumpert Thekla,female,"Gumpert Thekla. Herzblättchens Zeitvertreib. Unterhaltgn. für kleine Knaben u. Mädchen zur Herzensbildg. u. Entwickelg. d. Begriffe. 4. (190 m. Bildern u. Textillustr.) Glogau 1895, C. Flemming. kart. 5.25; geb. n 6.–; auch in 12 Heften à n –.40 Werke s. auch Thekla von Schober.‒ Lebensbilder. In einem alten Schreibtisch gefunden. 2. Aufl. Das Karlsstift. 8. (146) Gotha 1894, F. A. Perthes. geb. n 2.–","‒ Mein erstes weisses Haar u. die Badereise der Tante. 2 Erzählgn. für Kinder u. für Kinderfreunde. 4. Aufl. 8. (161 m. Bildern.) Glogau 1886, Flemming. geb. 2.25 ‒ Mich dürstet! 2. Aufl. 12. (16) Berlin 1894, Deutsche evangelische Buchu. Traktat-Gesellschaft. nn –.05 ‒ Mutter Anne u. ihr Gretchen. 2. Aufl. 8. (112 m. Bildern.) Glogau 1867, Flemming. kart. n 2.25 ‒ Mutter Anne u. ihr Hänschen. 2. Aufl. 8. (126 m Bildern. Ebda. 1886. geb. 2.25 ‒ Mutter Treuen u. ihre Söhne. 16. (73) Berlin 1874, Hauptverlag für christliche Erbauungsschriften. –.75 ‒ Mutter Treuen u. ihre Töchter. 16. (74) Ebda. 1874. –.75 ‒ Nach der Schule. Vaterwort u. Mutterauge. Ein Familienbuch. 1. Bd. 8. (240) 2. Bd. (254) Glogau 1879. ‒ Nächstenliebe u. Vaterlandsliebe. Erzählgn. 1. u. 2 Bdchn. 12. (210) Glogau 1882, Flemming. kart. à –.75 ‒ Robinsons Enkelin. Nach d. Französ. d. Gräfin Germanie. 8. (136) Berlin 1844, A. Duncker. 3.–; geb. 4.– ‒ Rosen u. Dornen. Erzählgn. 16. Bd. 8. (190 m. farb. Titelbild.) Glogau 1894, C. Flemming. geb. 3.– ‒ Schlosspeterchen u. Bauerhänschen. Kleine Geschichten f. kleine Kinder. 2. Aufl. 4 (28 m. Bildern.) Ebda. 1876. kart. 2.– ‒ Töchteralbum. Unterhaltgn. im häusl. Kreise zur Bildg. des Verstandes u. Gemütes d. heranwachs. weibl. Jugend. 8. (574 m. Illustr.) 43 Iahrge. Ebda. 1854–1897. à kart. 6.75; geb. 7.75; m. Goldschn. 8.70 ‒ Vier Erzählungen aus der Kinderwelt. Für Knaben u. Mädchen. 7. Aufl. 4. (120) Stuttgart 1896, F. Loewe. geb. 3.– ‒ Dasselbe. Neue Folge. 6. Aufl. 4. (111 m. Bildern.) Ebda. geb. 3–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118543202,Günderode,Karoline,Günderode Karoline,female,"Reichsfreiin von, Ps. TJan, geboren den 11. Februar 1780 in Karlsruhe, gestorben den 26. August 1806 zu Winkel im Rheingau.","‒ Gesammelte Dichtungen. Hrsg. durch Frdr. Götz. 4. (78) Mannheim 1857, Notter. n 5.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116027576,Günther,Karoline,Günther Karoline,female,"Schule u. Leben. Blätter aus der Briefmappe e. Erzieherin. 8. (186) Frankfurt a. M. 1856, Sauerländers Verlag. 2.25",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116184833,Günther,Leontine,Günther Leontine,female,"Die Mädchenu. Frauenwelt. Ein Lehrbuch f. alle Verhältnisse d. weibl. Lebens. Mit e. Anweisg. zur oriental. Malerei u. mit 3 Kpfrn. 2. Aufl. Encyklopädie aller weibl. Hauptkenntnisse. 2. Bd. 8. (214) Leipzig 1843, Friese. 3.–",.,Hahn Edm R.,Biographie und weitere Werke s. Caroline Pierson. Werke s. auch Leonhardt-Lyser.,"‒ Bilder aus der Dichteru. Künstlerwelt. 8. (231) Leipzig 1870, Matthes. 3.– ‒ Das Dokument. 8. (334) Leipzig 1865, E. I. Günther. 3.– ‒ Das Erbfräulein. Rom. 2 Bde. 8. (483) Dresden 1889, Pierson. n 6.–; geb. n 8.– ‒ Der letzte Iagiello. Historisches Trauersp. in 5 Aufzügen. 2. Aufl. 8. (72) Ebda. 1895. n 2.– ‒ Der Verschwundene. Rom. Leipzig 1866, Gustav I. Purfürst. ‒ Der Zögling des Diplomanten. Rom. 3 Bde. 8. (547) Leipzig 1876, Dege. n 12.– ‒ Die beiden Gräfinnen. Rom. 2 Bde. 8. (462) Dresden 1883, Pierson. n 6.– ‒ Die falsche Gräfin. Nov. Leipzig 1873, Luckhardt, Verlagsbuchhandlung. ‒ Die Geheimnisse des Waldschlosses. Rom. a. d. Zeit d. Wiener Kongresses. 2 Tle. in 1 Bd. 4. Aufl. 8. (355) Dresden 1894, E. Pierson. 3.–; geb. 4.– ‒ Die Sklaverei der Liebe. Rom. 8. (434) Dresden 1872, Baensch. n 8.– ‒ Ehen werden im Himmel geschlossen. Rom. Wohlf. Ausg. 8. (343) Dresden 1886, Pierson. 2.– ‒ Ein Iahr in der grossen Welt. Rom. 2 Bde. 8. (496) Ebda. 1879. ‒ Hohenzollern u. Welfen. Rom. 3 Abt. Würzburg 1867–1869, F. A. Julien. ‒ Im Park zu Rodenstein. Rom. 2 Bde. 8. (462) Dresden 1881, Pierson. n 8.– ‒ Meister Albrecht Dürer. Drama. 2. Aufl. Stuttgart 1871, Carl Grüninger. 1.50 ‒ Schloss Hrawodar. Rom. 3 Bde. 8. (609) Berlin 1870, v. Decker. 9.– ‒ Schöne Frauen. Rom. 2. Bde. 8. (476) Dresden 1881, E. Pierson. n 6.– ‒ Starhemberg oder die Bürger von Wien. Wien 1865, Jos. Wilh. Pfautsch. ‒ Stephanie. Rom. 2 Bde. 8. (517) Berlin 1873, Wedekind & Sch. n 8.– ‒ Zu früh vermählt. Rom. 8. (425) Berlin 1876, Hamburg, B. Glogau. n 5.–",Leonhardt-Lyser Karoline,"Biographie s. Karoline Pierson. Werke s. auch R. Edm. Hahn. und Caroline Seifer. Lehrbuch zur sichern Erwerbkunde u. Ratgeber in allen Fällen des weiblichen Wirkungskreises für Mädchen u. Frauen. 3. Aufl. 8. (232 m. H.) Leipzig 1843, Friese. 6.–","‒ Goldene Fibel, od. kurzweilige Mährlein, belehrende Fabeln u. Geschichtchen. 8. (124 m. 24 Abbildgn. auf 12 Taf.) Nürnberg 1843, Renner & Co. geb. 2.– ‒ Herbstgabe. Taschenbuch für 1841. 3. Iahrg. 8. (336) Meissen 1840, Goedsche. 5.50 ‒ Ludwig Pauli als Künstler dargestellt. 8. (36) Leipzig 1842, Hunger. n –.75 ‒ Meister Albrecht Dürer. Drama. 8. (104) Nürnberg 1840, Winter. 3.– ‒ Novellen: Getrennt u. doch vereint. – Das Leben im Waldschlosse. – Lebensschattierungen. – Imanuel. – Konradin. 8. (192) Leipzig 1842, Hunger. n 3.75",Lyser Wilhelmine Karoline,"Lyser, Karoline Wilhelmine, Biographie s. Karoline Pierson. Werke s. auch Edm. R. Hahn, und Leonhardt-Lyser.",.,Pierson Karoline,"geb. Leonhardt, Ps. R. Edmund Hahn und Leonhardt Lyser, Coswig, Sachsen, Lindenhof, wurde am 6. Januar 1811 zu Zittau als die Tochter eines sächsischen Hauptmanns geboren. Kurz nach ihrer Geburt starb die Mutter; der Vater, der sich wieder verheiratet hatte, erlag bald den Folgen seiner in Russland empfangenen Wunden. Karolinens Stiefmutter heiratete später den sächsischen Hauptmann Dreverhoff, und beide bemühten sich, dem jungen Mädchen eine vortreffliche Erziehung zu geben. Werke s. auch R. Edm. Hahn u. Karoline Leonhardt-Lyser.","‒ Das graue Haus in der Rue Richelieu. Rom. 1867. ‒ Herbstgabe. (Taschenbuch a. b. I. 1839–1841.) Neue Ausg. u. d. T.: Zehn Novellen; III., 1842. ‒ Meister Albrecht Dürer. Dramat. Gedicht. 2. Aufl. Stuttgart 1871, Karl Grüninger. ‒ Novellen. 1842.",.,.,.
1063011841,Günther v. Freiberg,,Günther v. Freiberg ,female,Biographie s. Ada Pinelli.,"‒ Aquarelle. Nov. 1860. ‒ Aus dem Süden. 1872. ‒ Dijonrosen Gedichte. 8. (298) Wien 1888, Konegen. n 3 – ‒ Die Perle von Palermo. Rom. 3 Bde. 8. (928) Berlin 1872, Janke. 12.– ‒ Don Juan de Maraña. Monodrama. Musik v. Dr. A. Boczek. 12. (24) Leipzig 1894, O. Mutze. n –.50 ‒ Fiamma. Rom. 2 Bde. 8. (440) Leipzig 1869, Dürrs Buchhandlung. 7.50 ‒ Geschichten aus Welschland. 8. (127) Berlin 1895, R. Eckstein Nachfolger. n 1.– ‒ Kinder der Flamme. Rom. 8. (284) Leipzig 1896, Litterarische Anstalt, A. Schulze. n 3– ‒ König Phantasus. Rom. 1886. ‒ Puderwolken 8 (132) Berlin 1890, Eckstein Nachfolger. n 1.– ‒ Thorwaldsens Liebe. 8. (71) Ebda. 1895. n –.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116914629,Günther-Brauer,Frau Maria,Günther-Brauer Maria,female,"Schwerin, Orleansstrasse 12, geboren in Lübeck den 29. Mai 1854 als Tochter des Oberregisseurs am Schweriner Hoftheater, Leopold Günther und der Minna Schulz-Wieck-Günther, einer Pflegeschwester der berühmten PJanistin Clara Schumann. Von dieser Mutter wurde Marie zur Sängerin ausgebildet und wirkte auch als solche auf verschiedenen Bühnen Deutschlands. Werke s. Maria Günther.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116299525,Gurschner,Alice,Gurschner Alice,female,"geb. Pollak, Ps. Paul Althof, Wien I, Opernring 23, zu Wien am 8. Oktober 1869 geboren, vermählte sie sich am 5. Mai 1897 mit dem Bildhauer Gustav Gurschner. Schon mit 13 Iahren gab sie Beweise ihrer poetischen Begabung in einer französisch geschriebenen Erzählung, welche unter dem Titel: »Les habitants de la fleurette« in die Öffentlichkeit kam. Acht Iahre später folgten deutsch geschriebene Erzählungen, epische Dichtungen, Novellen, Kunstkritiken, Feuilletons, die in den hervorragendsten Tages-, Wochenund illustrierten Zeitschriften veröffentlicht sind, zu deren ständigen Mitarbeiterinnen sie noch zählt. Weitere Werke s. Paul Althof.","‒ »Passion«, Gedichte. 8. (100) Wien 1897, C. Daberkow. 2.–; geb. 3.–",Pollak Alice,Biographie s. Alice Gurschner. Werke s. Paul Althof.,.,.,.,.,.,.,.,.,.,.,.,.,.
116931868,Gutfeldt,Ina,Gutfeldt Ina,female,"geb. Viller, Ps. Ani Kathrein, Dipl. Sprachund wissenschaftliche Lehrerin, lebt seit 1895 in Deutschland und wohnt gegenwärtig in Berlin W. Bendlerstrasse 13. Sie wurde am 15. Juni 1863 zu Livland geboren. Schon mit vier Iahren wurde sie der Eltern beraubt und verlebte nun eine überaus bittere Kindheit auf einem einsamen Gute Ehstlands, im Hause eines entfernten Verwandten, der die schutzund wehrlose Waise auf das liebloseste behandelte. In einem der ersten Mädchen-Pensionate zu Dorpat erhielt sie ihre Ausbildung und verliess dasselbe als diplomierte Gouvernante. Hierauf widmete sie sich mit grossem Eifer der Musik und dem Studium der fremden Sprachen, von denen sie ausser ihrer Muttersprache deutsch noch fünf beherrscht und zwar die russische, französische, englische, italienische und ehstnische. Bald führte der Lehrerinnen-Beruf sie abwechselnd nach Moskau, Ehstland und der russischen Ukraine. In Reval lernte sie einen intelligenten, musikalisch begabten Kaufmann kennen, den sie später heiratete, aber Der II. Band ebenda in Vorbereitung, erscheint 1898.","‒ Warum? Balladen, Romanzen u. Lieder. 2. Aufl. 1896. 4. (140) Königsberg, Bernhard Teichert. geb. 2.50",Kathrein Ani,Biographie und Werke s. Ina Gutfeldt.,.,.,.,.,.,.,.,.,.,.,.,.,.
116917466,Güthner,Frau Nina,Güthner Nina,female,"geb. Baronesse v. Fuchs-Bimbach, München, Schellingstrasse 30 I r., geboren zu Schloss Bimbach am 25. August 1835, lebte in der Jugend auf den väterlichen Gütern in Franken oder in Würzburg in »Pracht und Reichtum«. Sie erhielt ihre Erziehung, nachdem sie ihre Mutter im 3. Iahre verlor, durch Gouvernannten und Erzieher. 12 Iahre alt machte sie deutsche und französische Gedichte, die den Beifall von Geibel und Prutz fanden. 1859 mit dem bayrischen Ingenieurhauptmann Güthner verheiratet, zog sie mit ihm nach Neu-Ulm. Nach der Pensionierung ihres zum Major aufgerückten Gatten, suchte sie ihre schriftstellerischen Arbeiten zu verwerten. Viele Zeitschriften enthalten Beiträge von ihr. Das Königliche Theater in München brachte ein Lustspiel aus ihrer Feder, »Die Wahl« zur Aufführung, welches eine so beifällige Aufnahme fand, dass es an dieser Bühne an 20 mal, sowie an vielen anderen deutschen Bühnen, u.a. auch an der Stuttgarter Hofbühne zur Aufführung kam. Die Pflege um den kranken, durch einen Sturz vom Pferde sehr leidend gewordenen Mann hinderte sie, die litterarische Fähigkeit mehr auszunützen. Nach dem Tode ihres Gatten 1891 zog sie nach München, wo sie nunmehr »dichtet wie in den Tagen der schönen Jugend«.","‒ Balladen f. d. Vortrag geeignet. 16. (32) Leipzig 1880, Naumann. 1.– ‒ Das Blaustrümpfchen. Erzählg. f. d. reifere weibl. Jugend. 8. (306) Eisenach 1887, Kirchner. geb. n 4.–",Güthner Nina,"Das Henkerstöchterlein v. Ulm. Erzählg. 8. (284) Berlin 1884, Parrisius. n 4.–","‒ Das Lied des Löwen. – Er hat abgefärbt. 2 Nov. 8. (29 m. Bildnis) Lübeck 1897, Verlag der Novellen-Bibliothek. n –.50 ‒ Die Schwanenjungfrauen. Erzählg. f. d. reif, weibl. Jugend. 2. Aufl. 8. (160 m. Text-Abbildgn.) 1885, 1893. Leipzig, O. Spamer. n 2.–; geb. n 3.– ‒ Die Wahl. Dramat. Kleinigkeit. 16. (30) Leipzig 1879, Reclam jr. –.20 ‒ Im Schatten des Todes. Nov. 8. (44) Lübeck 1895, Verlag der Novellen-Bibliothek. –.25 ‒ Überwunden. Rom. 2 Tle. in 1 Bd. 8. (330) Berlin 1891, O. Janke. n 5.–; wohlf. Ausg. 2.–",.,.,.,.,.,.,.,.,.,.,.,.
1038453852,Guttmann,Emma,Guttmann Emma,female,"Charlottenburg, Kantstrasse 148, geboren am 11. Oktober 1856 in Berlin als die Tochter eines Lehrers, hat da selbst die Dierbachsche höhere Töchterschule besucht und 1875 das Lehrerinnen-Examen abgelegt. Nachdem sie einige Iahre ihrem Beruf als Lehrerin nachging, hatte sie das Unglück, durch einen Sturz vom Fahrdamm sehr leidend zu werden und lebt dadurch von ihren Angehörigen und Freunden jetzt etwas zurückgezogen. Sie hat unten angeführtes Werk veröffentlicht.","‒ Frühlingsbeichte. Gedichte. 16. (78) Berlin 1897, Concordia, Deutsche Verlags-Anstalt, n 2.–; geb. n 3.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1227624891,Guźkowski,Elisabeth,Guźkowski Elisabeth,female,.,"‒ Gedichte. 16. (134) Berlin 1869, Ebeling & Plahn. n 3.–; geb. n 4.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127696962,Gysel-Hallauer,Frau Bertha,Gysel-Hallauer Bertha,female,"Schaffhausen, Schweiz, geboren den 12. Februar 1863 in Wilchingen, schreibt Gedichte. Werke s. Bertha Hallauer.",.,Hallauer Bertha,Biographie s. Bertha Gysel-Hallauer.,"‒ Aus der Heimat. Gedichte. 8. (83) Zürich 1888, Schröter & Mayer. n –.80; geb. n 1.60",.,.,.,.,.,.,.,.,.,.,.,.
1163293105,Haass,Frl. Maria Catharina,Haass Catharina Maria,female,"Ps. C. Haass, Balthasar Ludwig, C. Westphal, Mainz, Schulstrasse 40, wurde am 29. Februar 1844 im Westricher Kreisstädtchen Ottweiler in Rhein-Preussen geboren, bildete sich in Trier und Koblenz für das höhere Lehrfach aus, studierte, in der Absicht, PJanistin zu werden, Kontrapunkt und Harmonielehre, wendete sich aber schliesslich nach Veröffentlichung lyrischer und epischer Poesieen, Humoresken, Skizzen und Novelletten der Schriftstellerei zu. Sie ward Mitarbeiterin an mehreren Zeitschriften und redigierte zwei Iahre hindurch die »Musikalische Jugendpost«. Eine grosse Anzahl musikalischer Fachaufsätze erschienen in der »Hamburger Musikzeitung«, »Neue Musikzeitung« in Stuttgart u.s.f. Von den Gedichten der Autorin sind viele in Bindewalds »Deutschlands Dichterinnen«, »Dichterheim«, Wien, »Dichterund Künstlerbuch«, Berlin, und in anderen Zeitschriften und Blättern zum Abdruck gelangt. Auch verschiedene Klavier-Kompositionen, Lieder und dergleichen sind von ihr in Druck erschienen.","‒ Die Singkunst. Leitf. f. d. prakt. Gesangunterricht. 8. (40) Leipzig 1888, C. A Koch. n –.80 ‒ Künstler-Leben. Heiteres u. Weiteres a. d. Künstleru. Musiker-Welt. Nov., Humor, u. Erzählgn. 8. (235) Köln 1891, I. P. Bachem. 2.50; geb. 4.– ‒ Lustige u. ernste Musikantengeschichten. 8. (224) Paderborn 1888, F. Schöningh. 1.80",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046326279,Haberkern,Frau Hedwig,Haberkern Hedwig,female,"geb. Stenzel, Ps. Tante Hedwig, Breslau, Katharinenstrasse 18, wurde am 16. April 1837 als die Tochter des Historikers, geheimen Archivrats Stenzel zu Breslau geboren. Sie hatte eine glückliche Kindheit, verlor früh den Vater und nahm nach bestandenem Erzieherinnen-Examen eine Stellung als Erzieherin an. Später leitete sie den Kindergarten in Breslau und verheiratete sich 1866 nach Myslowitz, wo sie ihre ersten Erzählungen für kleinere Kinder und anderes schrieb. Im Iahre 1878 übersiedelte Frau Haberkern nach Beuthen, Oberschlesien, wo sie 1887 ein Buch für junge Mädchen schrieb, das durch den Bankrott des Verlegers nicht in Druck kam. Hierdurch entmutigt und durch die Mitthätigkeit an dem von ihrer Schwägerin Simson gegründeten Frauenbildungs-Verein abgelenkt, ist in ihrer schriftstellerischen Wirksamkeit ein Stillstand eingetreten.","‒ Eine Festgabe für das deutsche Haus. Im alten Hause. Weihnachts-Erzählg. a. vier Stockwerken. 12 Weihnachtssänge, zweistimm. ges. v. E. v. Welz. Ausgestanzt. 4. (31 m. Illustr.) Dresden 1889, Weiske. n 1.–",Haberkern Hedwig,"Garten, Wald u. Feld, meines Kindes Zauberwelt. Ein Gruss an die lieben Kleinen u. ihre Mütter. Ein Hilfsbüchlein f. Kindergärtnerinnen. 2. Aufl. 8. (96) Wien 1888, Pichlers Witwe & Sohn. n 1.–","‒ Tante Hedwigs Geschichten. (1870) 1888. ‒ Zwei Wege zum Lichte. Eine schles. Geschichte f. d. reifere weibl, Jugend. 2. Aufl. 8. (176) Leipzig 1889, Hirt & Sohn. 2.25; geb. 3.–",Hedwig Tante,"Biographie u. weitere Werke s. Hedwig Haberkern. u. Helene. Lebensführungen zweier Freundinnen. Erzählg. f. junge Mädchen v. Marie L. 8. (212) Berlin 1884, Wiegandt & Grieben. n 2.–","‒ Geschichten für kleine Kinder. Ein Buch f. erzähl. Mütter, Kindergärtnerinnen u. kleine Leser. 2. Aufl. 8. (193 m. 4 Bildern) Breslau 1887, Trewendt. geb. n 3.– ‒ Von der Verf. v. »Stolz u. Still« u. »Marie od.: in Demut mutig.« 8. (240) Berlin 1867, Buchhandlung des Mission-Vereins. n 1.20",Hedwig Tante,"Garten, Wald und Feld. Ergänzg. zu Tante Hedwig. Band I.",‒ Kinderund Jugendschriften. ‒ Tante Hedwigs Geschichten. ‒ Zwei Wege zum Licht.,.,.,.,.,.,.
